Location,Description,Price,Surface,RoomN,Listing,Company,HashKey
"Tirana, Albania",PASKUCAN. APARTMENT FOR SALE 1+1,"65,000 €",65 m2,,For Sale ,Century21,fbe1a9adb26677e6a7b88dfa584645fd
"Tirana, Albania",2+1 Apartment for Rent Former Aviation Field!,600 €,111 m2,,To Rent ,Century21,a5de9f2a7a0f37b36cb8ea635a84f836
"Kopshti Botanik Tirana, Albania","BOTANICAL GARDEN, 2+1 APARTMENT for sale, fully invested","250,000 €",119 m2,,For Sale ,Century21,186d2fb480e03f98f1073ace74be8e70
"Tirana, Albania",FURNISHED 2+1+2 APARTMENT FOR SALE NEAR NEW BOULEVARD.,"180,000 €",97 m2,,For Sale ,Century21,d10fbab4c414e29975b63ba5cca2bb89
"Rruga Selite e Vjeter, Kopshti Botanik Tirana, Albania",4+1 APARTMENT FOR RENT NEAR THE BOTANICAL GARDEN,"1,300 €",242 m2,,To Rent ,Century21,e51d071012b8810641fc3390659ee251
"Tirana, Albania",We are selling a 2+1+2 apartment in the Aura complex on Dritan Hoxha street,"159,000 €",106 m2,,For Sale ,Century21,01ab76363cc1bc292930473209ff0a7c
"Qendra Tregtare ETC Tirana, Albania",Commercial space 30m2 at ETC,500 €,30 m2,,To Rent ,Century21,614d44b64b74c946852e165f976e3d8f
"Bulevardi Gjergj Fishta Tirana, Albania","OFFICE FOR RENT NEAR DELIJORGIT, 2ND FLOOR!","4,400 €",440 m2,,To Rent ,Century21,13a740ac5c884c7467d1bb1389293b9e
"Tirana, Albania","2+1 apartment for rent in Paris Municipality, near Kika 2","1,000 €",92 m2,,To Rent ,Century21,cfc8f0fd93280bc446d8ca9b83693694
"Square 21 Tirana, Albania",At Square 21 Luxury Apartment for Rent 2+1+2+ Parking Post!,"1,300 €",104 m2,,To Rent ,Century21,0b233b4dc4ab98f260d3b67be4af729a
"Rruga e Durresit Tirana, Albania",Post Parking for sale at the former Tirana Aviation Field,"23,000 €",12 m2,,For Sale ,Century21,7711d58c6b30ad1db83dbcaf0d0ca1d6
"Tirana, Albania",1+1 apartment for Rent / Airbnb Elbasan Street!,700 €,70 m2,,To Rent ,Century21,ca64b94981f5322dce19a4d3d42e663d
"Instituti i Higjenes Tirana, Albania",2+1 APARTMENT BETWEEN THE AMERICAN EMBASSY AND THE DIRECTORATE OF HYGIENE!,"160,000 €",71 m2,,For Sale ,Century21,924d215eff2b62d5de65495bd9c27354
"Instituti i Higjenes Tirana, Albania",2+1 APARTMENT BETWEEN THE AMERICAN EMBASSY AND THE DIRECTORATE OF HYGIENE!,"173,000 €",73 m2,,For Sale ,Century21,2e4d1c6635e6d7ec2ae2d1ac76a1062d
"Qender Tirana, Albania",OFFICE FOR RENT IN THE CENTER,"1,500 €",133 m2,,To Rent ,Century21,970e00680c3663c5df5ccdd8c73301f2
"Tirana, Albania",Multifunctional Commercial Environment for sale near the Zoo.!,Price upon request,618 m2,,For Sale ,Century21,ec4ac30d7cc45d4b3598a0548f259576
"Tirana, Albania",Office for rent in the block,"5,000 €",300 m2,,To Rent ,Century21,e356afc81755ff7eb5c35881d608e495
"Tirana, Albania",APARTMENT FOR SALE 3+2+3 + VERANDA IN KINOSTUDIO!,"440,000 €",324 m2,,For Sale ,Century21,be9b1c6d36e2595d24c87d0d3dcb7ab8
"Rruga Fortuzi Tirana, Albania",APARTAMENT 2+1 ME QIRA TE RR.FORTUZI!,800 €,95 m2,,To Rent ,Century21,4322bca522daa57cb55527034eede482
"Tirana, Albania",Apartment for sale 3+1+Garage Behind the American Embassy!,Price upon request,107 m2,,For Sale ,Century21,da949787b545637623008f8383b99917
"Paskuqan Tirana, Albania",1+1 APARTMENT FOR SALE IN PASKUCAN.,"74,290 €",65 m2,,For Sale ,Century21,27965169fa5ac60fd97100a7eb98a1f2
"Prane Fakultetit Ekonomik Tirana, Albania",NEAR THE FACULTY OF ECONOMICS. APARTMENT FOR SALE 3+1+2 WITH VERANDA,"415,000 €",337 m2,,For Sale ,Century21,a1867e8e5596973a6ddad40a38eda222
"Tirana, Albania",COMMERCIAL BUILDING FOR RENT ON THE TIRANA-DURRES HIGHWAY.,"3,500 €",500 m2,,To Rent ,Century21,8a1c1afec779ff02bf659c0589ba268e
"Tirana, Albania",GASOLINE FOR SALE IN PASKUCAN.,"60,700 €",53 m2,,For Sale ,Century21,12cd3f851d378ae91fb656d820d446f5
"Tirana, Albania",APARTMENT FOR SALE 2 + 1 +2 IN PASKUCAN.,"126,000 €",110 m2,,For Sale ,Century21,67a08edb6bebc8b9421b2e42b2a217d9
"Tirana, Albania",APARTMENT FOR RENT 1+1 BEHIND AMERICAN HOSPITAL 2,450 €,66 m2,,To Rent ,Century21,312a40d60167cce012dde5edf1ac8b7f
"Tirana, Albania",APARTMENT FOR RENT 1+1 BEHIND AMERICAN HOSPITAL 2,450 €,66 m2,,To Rent ,Century21,312a40d60167cce012dde5edf1ac8b7f
"Kompleksi Delijorgji Tirana, Albania","Local Bar/Restaurant for rent in Delijorgji Complex, Tirana","1,600 €",120 m2,,To Rent ,Century21,a174bd21b65d9f617bff7cf718ca9e4d
"Qender Tirana, Albania",We are selling a super apartment 2+1 in the Center,"255,000 €",87 m2,,For Sale ,Century21,48d8773cdd2e5b7473aa18200232cbe0
"Tirana, Albania","Commercial Space for Sale in Laprakë, Tirana!","88,000 €",40 m2,,For Sale ,Century21,0db6339cbe70721be966de69a1416fc0
"Rruga Peti Tirana, Albania","FOR SALE, MODERN APARTMENT 2+1 with FANTASTIC VIEW ‼️","245,000 €",115 m2,,c21al.in_negotiation ,Century21,88f34d946016fcefbce2e2a5d6578853
"VISHAJ Tirana, Albania","RENT, BAR-RESTAURANT, BALDUSHK‼️","2,500 €",1425 m2,,To Rent ,Century21,27f84178484efcc23e19c41a1b9dbac2
"te Farmacia 10 Tirana, Albania",1+1 APARTMENT FOR SALE at 10 PHARMACY CROSSING,"100,000 €",48 m2,,For Sale ,Century21,1c9f5ee46ac108ff584d256474c8c368
"Tirana, Albania",Villas for Rent at Economy!!!,"7,500 €",469 m2,,To Rent ,Century21,76a75ae96d45e6bc2d2f0b9aeb50b41b
"Rruga Jordan Misja Tirana, Albania","1+1 apartment converted into two studios for sale, ""Jordan Misja"" Street","190,000 €",76 m2,,For Sale ,Century21,7cb5448a8ddfe13c9636e681d7de4c6e
"Kompleksi ''Goldi"" Tirana, Albania","Super Luxury Apartment for Sale, Rruga e Dibra, near the Center","713,000 €",264 m2,,For Sale ,Century21,4b8e8ddc0dadff3eabe0d333ec8f58f6
"Tirana, Albania",2+1 apartment for rent in Zogu i Zi,600 €,81 m2,,To Rent ,Century21,a0aa80012a7abacb539381a62cf4f618
"Tirana, Albania","SALE, MODERN APARTMENT 1+1 with 2 PARKING SPOTS ‼️","187,000 €",70 m2,,For Sale ,Century21,76f13bdce2e9ada59da0b9e70ddeb46a
"Kamez Qender Tirana, Albania","FOR SALE, BUSINESS ENVIRONMENT 120.44 M2 / FLOOR 0 ‼️","181,000 €",120 m2,,For Sale ,Century21,66bc7c3a05754b542e2f92e8aaf259e7
"Kamez,Qender Tirana, Albania","FOR SALE, BUSINESS ENVIRONMENT 759 M2 / FLOOR 1 ‼️","685,000 €",759 m2,,For Sale ,Century21,0b3b70aacea980b46f9de889c62ca97f
"Tirana, Albania","FOR SALE, MODERN VILLA with YARD, TEG ‼️","500,000 €",936 m2,,For Sale ,Century21,c59ba5ac1bd5ce2baeddb0a71d44487c
"Tirana, Albania",Apartament 2+1 per qira ne Don Bosko,480 €,62 m2,,To Rent ,Century21,06665bcc8e8116de09bc9e23138d80a9
"Tirana, Albania","In the center of Tirana, 1+1 apartment for sale","186,000 €",67 m2,,For Sale ,Century21,8604cc896a59d53b5c8581d760280966
"Kompleksi Prestige Tirana, Albania",2+1+2 apartment for rent in the Prestige Complex!,800 €,128 m2,,To Rent ,Century21,4b0cb844192d2825ec3b9a8ea3cf17f6
"Tirana, Albania",NURSERY AND KINDERGARTEN BUSINESS FOR SALE OR RENT,"25,000 €",255 m2,,For Sale ,Century21,48b031333661f2184588aa7f1daa0d73
"Don Bosko Tirana, Albania",2+1 apartment with veranda at Mara Residence!,"224,145 €",143 m2,,For Sale ,Century21,a658f2b4ddc050e115ae433be9021d1e
"Don Bosko Tirana, Albania",2+1 apartment at Mara Residence!,"201,838 €",127 m2,,For Sale ,Century21,5fd54c1b926f87b29e11a7ab6e389d64
"Tirana, Albania",COMMERCIAL PREMISES FOR SALE AT TOWER BRIDGE COMPLEX NEAR REGION NO. 4,"80,000 €",45 m2,,For Sale ,Century21,9182175063903813b3836280b10dbe4a
"Tirana, Albania",2+1 apartment for rent in New Ring,450 €,83 m2,,To Rent ,Century21,51495b7c66b099ddfcfb1232acf4763c
"Tirana, Albania",2+1 apartment for rent in New Ring,450 €,83 m2,,To Rent ,Century21,51495b7c66b099ddfcfb1232acf4763c
"Tirana, Albania","Space for Rent, Lake View Residence!",550 €,31 m2,,To Rent ,Century21,1bb7014b8ddb11cdf3e5d21598f6132a
"Tirana, Albania",1+1 apartment for rent in Astir,370 €,60 m2,,To Rent ,Century21,5a0dfa3a37d6150fb68a18052e2ea5e0
"Tirana, Albania","RENT, PREMIUM APARTMENT 2+1, CENTER‼️","1,000 €",72 m2,,To Rent ,Century21,442f7155dba0c0f7ce8dcf1212939861
"Kompleksi Arlis, Farmacia 10 Tirana, Albania","APARTMENT FOR RENT 2+1 FOR OFFICE, ARLIS COMPLEX ""FARMACIA 10""",600 €,92 m2,,To Rent ,Century21,4921a74cbe6bc6553155b268dc2ee213
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE CORNER TO BRYLI!,"160,000 €",70 m2,,For Sale ,Century21,7a20bb8c9b8dcb944a0537f483a218c9
"Tirana, Albania",APARTMENT 3+1+2 Elbasan Street!,"1,000,000 €",196 m2,,For Sale ,Century21,e42da0031aa652a83730c54d2bdc8ec5
"Tirana, Albania",2+1+ studio apartment for rent at American Villas!,650 €,120 m2,,To Rent ,Century21,7650e41dca7ed42d07a79e1fa2818cea
"Babrru Tirana, Albania",2+1 apartment for rent in Babrru,370 €,80 m2,,To Rent ,Century21,0d334f4395149ca9185ca07c202360ba
"Rezidenca ""Ambasador 3 "" Tirana, Albania",OFFICE FOR RENT 1+1 AT RESIDENCE AMBASSADOR 3!!,"1,000 €",89 m2,,To Rent ,Century21,fff1edd179d405c40bcb9cab9e33c737
"Tirana, Albania","EXCLUSIVE! LAND FOR SALE ON THE HIGHWAY, KASHAR OVERFLOW!",Price upon request,11577 m2,,For Sale ,Century21,ad983235cf546e7f3ef67871edeb1387
"Tirana, Albania",1+1 APARTMENT FOR SALE NEAR THE FORMER TRAIN STATION,"150,000 €",73 m2,,For Sale ,Century21,1f2b8a58e9300f71ce43e2b5e681764a
"Tirana, Albania","For Sale, Ambience, Wilson Square","350,000 €",125 m2,,For Sale ,Century21,7ef53614968a0bab68ecf2a6017e0cef
"Tirana, Albania",SALE OF LAND SUITABLE FOR AGRI-TOURISM IN LINZE!,Price upon request,6135 m2,,For Sale ,Century21,2bb1a09aeca6bf728ec0fbfd6aa1960a
"Tirana, Albania",DUPLEX 2+1+VERANDA NEAR THE CENTER!,"170,000 €",99 m2,,For Sale ,Century21,9be517d230a830cd52a3320fbb485d9a
"Tirana, Albania","Apartment 3+1+Parking Post for Rent in ""Garden Building""",Price upon request,140 m2,,To Rent ,Century21,552fac1d8cf0dae7a7350099a76fbd65
"Tirana, Albania",APARTMENT 2+1+ PARKING POST FOR RENT IN DELIJORGJI COMPLEX!,950 €,85 m2,,Reserved ,Century21,50a76d0db33761aabd4cefdb3a6188af
"Tirana, Albania",1+1 apartment for sale in Paskuqan,"63,000 €",70 m2,,For Sale ,Century21,0a562ccac2fbdc2bef650430702b4e6f
"Tirana, Albania",2+1 apartment for sale in Paskuqan,"84,000 €",94 m2,,For Sale ,Century21,697b80e9ea54eb6474e123a7d8ab0e9a
"Tirana, Albania","MULLET, TIRANA: ENVIRONMENT FOR EVENTS/ PARTIES",Price upon request,1150 m2,,To Rent ,Century21,6689cc2c7b2197a1b795c60db6e0a118
"Parku Olimpik Tirana, Albania","1+1 APARTMENT FOR SALE ""UNITED TOWERS OF TIRANA""!","216,000 €",83 m2,,For Sale ,Century21,bac8c547fbe2cfcb9344e3670197adef
"Rruga Teki Selenica Tirana, Albania",APARTMENT FOR RENT 1+1 TEKI SELENICA STREET,250 €,65 m2,,To Rent ,Century21,0f4ef4446a672539c3a73a5ab10d240c
"Ish Blloku Tirana, Albania",Apartament 2+1+2 per qira ne bllok!,"2,000 €",130 m2,,To Rent ,Century21,2838215de9c8a58e22dd2c89911c9a5f
"Tirana, Albania",PHARMACY BUSINESS FOR SALE IN THE ELBOW AREA!,"10,000 €",50 m2,,For Sale ,Century21,0139ba49b7da25c65670b675379e7498
"Tirana, Albania","APARTMENT FOR RENT 1+1, NEAR THE UNIVERSITY LIBRARY!",500 €,67 m2,,To Rent ,Century21,1370299015049789e8f2d9ee35356829
"Rruga e Barrikadave Tirana, Albania",RENT AMBIENT NEAR THE BARRICADE ROAD!,700 €,55 m2,,To Rent ,Century21,a10c807cc40d37a5822126094b8eead1
"Tirana, Albania","FOR SALE 3 APARTMENTS, TWO OF WHICH ARE 1+1 AND ONE STUDIO NEAR DINAMO STADIUM",Price upon request,130 m2,,For Sale ,Century21,29a5f4dc4c31ea198736209d9ba5d6a8
"Tirana, Albania","FOR RENT, Luxury Duplex 2+1+2 Dry Lake","1,300 €",187 m2,,To Rent ,Century21,d40a3852d458ece01abfcb53825d985b
"RRUGA BILL KLINTON Tirana, Albania",SALE 2+1 WITH VERANDA AT KODRA E DIELLI,"160,000 €",114 m2,,For Sale ,Century21,6803f7aeb93ce6c9da90ec3211e033e1
"Tirana, Albania",JAPIM AMBIENT KOMERCIAL ME QERA TEK KOMUNA E PARISIT!,"1,500 €",156 m2,,To Rent ,Century21,de8cc68e8b1f68457bdd8b35dcf549bf
"Ish -blloku Tirana, Albania",APARTMENT 1+1 IN BLOCK!!,"185,000 €",70 m2,,Reserved ,Century21,858ee70792d9f97292ada85bac0b2532
"Tirana, Albania",APARTMENT FOR RENT 3+1+2 IN VASIL SHANTOS AREA!,700 €,103 m2,,To Rent ,Century21,7edb243f70579e0e3a42a6eb30cbdc91
"Don Bosko Tirana, Albania",2+1 apartment at Mara Residence!,"187,305 €",107 m2,,For Sale ,Century21,ca03815deab59fd752b0dc113a1e2381
"Don Bosko Tirana, Albania",2+1 apartment at Mara Residence!,"227,115 €",124 m2,,For Sale ,Century21,583a96e3002a3625f8e7be4d69f792bc
"Don Bosko Tirana, Albania",2+1 apartment with veranda at Mara Residence!,"217,114 €",146 m2,,For Sale ,Century21,9b21992dd06299dc589d33db5178facd
"Rruga Marko Boçari Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE NEXT TO KOSOVARI STREET!,Price upon request,97 m2,,For Sale ,Century21,7a5e5940570ce6f74e5c0056121e1285
"Sheshi skenderbej Tirana, Albania","TIRANA'S ROCK, 1+1 APARTMENT FOR SALE",Price upon request,127 m2,,For Sale ,Century21,3de15298eea83ba56d075facb90905a2
"Prane Shkolles se Kuqe Tirana, Albania",Private house for sale in the Red School!,"450,000 €",272 m2,,For Sale ,Century21,b98fae1800955cea94f0e032b1ea55c7
"Tirana, Albania",3+1 apartment for sale in Porcelan,"153,000 €",125 m2,,For Sale ,Century21,a613fd6285656c5082d404f6b755717a
"Tirana, Albania",3+1 apartment for sale in Porcelan,"145,000 €",120 m2,,For Sale ,Century21,f542324b0fcef0a1eb1b1f97e70870c3
"Myslym Shyri, Drejtoria e Policise Tirana, Albania",APARTMENT 2+1 IN MYSLYM SHYRI!,"200,000 €",92 m2,,For Sale ,Century21,80d6e73ac58cfd1451a3d1869e5c61b9
"Tirana, Albania","APARTMENT 1+1 FOR RENT, MYSLYM SHYRI!",500 €,78 m2,,To Rent ,Century21,0b8fcaccad7614f606fdde30fff1ae40
"Garda e Republikes Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE NEAR THE GARDE!,Price upon request,222 m2,,For Sale ,Century21,e1cea8df4d6eed4f6d96390bfe3f75c8
"RING CENTER Tirana, Albania","OFFICE RENT FOR RENT, RING CENTER","21,500 €",770 m2,,To Rent ,Century21,20871f4a89db2821446ee3a4b84a9d67
"Tirana, Albania","Rent, Business premises, Former Exhibition",350 €,30 m2,,To Rent ,Century21,e2920235495b12e124b9264825a1725c
"Rruga Him Kolli Tirana, Albania",Commercial environment near Kavaje street!,"1,000 €",93 m2,,To Rent ,Century21,63903f934b24f0d157a2863005194c70
"Perballe Tirana Garden Building Tirana, Albania","1+1 apartment for rent with parking post on Kavaja street, Tirana",800 €,64 m2,,To Rent ,Century21,f29c556f5024af248e7a1d030fb80af6
"Prane Restorant Freskut Tirana, Albania",FOR RENT 3+1+2 IN FRESCO!,400 €,130 m2,,To Rent ,Century21,e5360d7a2a49e90cda8cf25b3d2a904e
"Tirana, Albania",We are selling a 1-storey house in Kashar,Price upon request,106 m2,,For Sale ,Century21,db1366104e57f33d3f693fa8b5b71dc9
"Shkoze Tirana, Albania",GARAGE SALE - 1ST FLOOR IN SHKOZE,"20,500 €",37 m2,,For Sale ,Century21,545f5407dd97527d8dc26f561d6e41e4
"Tirana, Albania",VILLA FOR RENT IN PETRELE,"2,000 €",384 m2,,To Rent ,Century21,574ed8f9aa7db9657c2ac9c3f05c4e10
"Rruga ""Javer Malo"" Tirana, Albania","APARTMENT 2+1+2 FOR SALE ""VIVA COMPLEX"", TIRANA!","176,000 €",98 m2,,For Sale ,Century21,b78ca8f250ca850b93cd48e55f09422c
"Rruga ""Javer Malo"" Tirana, Albania","1+1 APARTMENT FOR SALE ""VIVA COMPLEX"", TIRANA!","126,000 €",70 m2,,For Sale ,Century21,79c3e9254db17656bc5e1935e30530a9
"Tirana, Albania",Shop for sale on Rugen Gramoz Pashko near the Student City.,"170,000 €",78 m2,,For Sale ,Century21,2eef573b34fb7539287adb93d144d503
"Tirana, Albania",APARTMENT 2+1 FOR RENT AT THE FORMER PARK!!,600 €,73 m2,,To Rent ,Century21,2275232ac9cb5d8cc5797ca2f6184596
"Tirana, Albania","DUPLEX AND PARKING POST FOR SALE, NEAR KODER SE DIELLA EXTENSION","480,000 €",187 m2,,For Sale ,Century21,1de50cd78c9e9ff44be8d31a9e542d0a
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE AT KODRA E DIELLIT!!,"80,000 €",32 m2,,For Sale ,Century21,dfa5a40a05744b5b5d5aa90fc47666fd
"Tirana, Albania",1+1 APARTMENT FOR SALE IN FRONT OF COLOSSEO HOTEL,"169,500 €",77 m2,,For Sale ,Century21,00c23144732418c95d6ae8e890a1fb01
"Tirana, Albania",Modern Apartment 2+1+2 for Rent near Dinamo Stadium,"1,100 €",110 m2,,To Rent ,Century21,1620de3878bfbdf80a834cb76b0d14e9
"Tirana, Albania","Rent, Apartment 2+1+2, plus two parking spaces, Former Exhibition, Tirana","1,200 €",130 m2,,To Rent ,Century21,05e07cb0a97c94952243118708307f5e
"Rruga ""Faik Konica"" Tirana, Albania","2+1 APARTMENT FOR RENT NEAR LION PARK, TIRANA!",700 €,100 m2,,To Rent ,Century21,0453d78e7099c614e198ff4b85c8ff34
"Mihal Grameno Tirana, Albania",1+1 APARTMENT FOR RENT NEAR OSMAN MYDERIZI SCHOOL FOR AIRBNB AND RESIDENCE!,400 €,52 m2,,To Rent ,Century21,0b5c883e1cbdc98b9cbf8100ea3154b9
"Mihal Grameno Tirana, Albania",1+1 APARTMENT FOR RENT NEAR THE STUDENT CITY!,400 €,60 m2,,To Rent ,Century21,bd6b84e304a89af27a11eafcf5903de8
"Tirana, Albania","1+1 apartment for rent in Lake Dry, Tirana!",600 €,75 m2,,To Rent ,Century21,82fbb9df92caea26b70cd47dc073a1dd
"Tirana, Albania",2+1 APARTMENT FOR RENT WITH A VIEW FROM ZOGU I PARE BULEVARD,480 €,70 m2,,To Rent ,Century21,52474c88362eada6d67c9e75143ed08c
"Peze e Madhe Tirana, Albania",Villa for sale in Peze,"235,000 €",404 m2,,For Sale ,Century21,2f6ce93f44e42dee745ed1d3a71f3a60
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE IN XHAMMLIK!!,Price upon request,73 m2,,For Sale ,Century21,e3bd3ae7dd6bac47170d3ad5facb18c6
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE IN XHAMMLIK!!,Price upon request,120 m2,,For Sale ,Century21,9ed1bef6968c5727edaebb470e467451
"Tirana, Albania","VILLA FOR RENT IN MJULL-BATHORE, TEG",Price upon request,620 m2,,To Rent ,Century21,4c470209f6e8f3456eb2869b85920c02
"Tirana, Albania",COMMERCIAL ENVIRONMENT FOR SALE IN XHAMMLIK!!,Price upon request,120 m2,,For Sale ,Century21,9ed1bef6968c5727edaebb470e467451
"Tirana, Albania",APARTMENT FOR SALE 2+1+2 NEAR NEW BULEVARD,Price upon request,150 m2,,For Sale ,Century21,113c694baae3a80362dde9b7b8770ba0
"Tirana, Albania",APARTMENT FOR SALE 2+1+2 NEAR NEW BULEVARD,Price upon request,131 m2,,For Sale ,Century21,c2cd648e4f4349e5b74228bd7596d888
"Tirana, Albania",APARTMENT FOR SALE 3+1+2 NEAR NEW BULEVARD,Price upon request,123 m2,,For Sale ,Century21,00253a1a2df6763e09a056eed091afa4
"Tirana, Albania",Apartment 2+1+Veranda for Sale at the end of New Boulevard,"107,000 €",97 m2,,For Sale ,Century21,ab06732d58b38ef663c42501297eb273
"Tirana, Albania",2+1 apartment for sale at the end of New Boulevard,"103,000 €",86 m2,,For Sale ,Century21,53f5dd2a8b75c8396229c9ef06b6a544
"Farke Tirana, Albania",Individual Villa in Swan Lake Residence!,"389,197 €",378 m2,,For Sale ,Century21,078a3ed43ae266919dba966e415c8ae0
"Rruga Dritan Hoxha Tirana, Albania","APARTMENT 1+1 IN ""LION RESIDENCES 2"",",Price upon request,81 m2,,For Sale ,Century21,203ae0b8f45a3ab30c881927c820b08a
"Rruga Dritan Hoxha Tirana, Albania","APARTMENT FOR SALE 2+1+2 IN ""LION RESIDENCES 2"",",Price upon request,123 m2,,For Sale ,Century21,0f4717cd247bc2db7b7702a30277ae61
"Rruga Dritan Hoxha Tirana, Albania","APARTMENT FOR SALE 2+1+2 IN ""LION RESIDENCES 2""",Price upon request,118 m2,,For Sale ,Century21,ce91148ac96ca26c8707f847c37d2e87
"Rruga Dritan Hoxha Tirana, Albania","FOR SALE APARTMENT 1+1 IN ""LION RESIDENCES 2"",",Price upon request,71 m2,,For Sale ,Century21,09182be5110641b39efaf19db79e18c0
"Rruga Dritan Hoxha Tirana, Albania","LAPRAKE, APARTMENT FOR SALE 1+1","88,750 €",71 m2,,For Sale ,Century21,4df56c54bb615b7c1bf710d92e8f26a9
"Tirana, Albania",AMBIENT FOR SALE ON THE ZERO FLOOR ON QEMAL STAFA STREET IN THE XHAMMLIK AREA.,"110,000 €",50 m2,,For Sale ,Century21,3e174dbb0ca06a931e7e45ec13d64029
"Fresk Tirana, Albania","FRESK, 1+1 APARTMENT FOR SALE","64,000 €",64 m2,,Reserved ,Century21,5c4bd87a18a1602423ce37e514cc37ed
"Tirana, Albania",SHOP FOR RENT PLUS PARKING POST AT GARDEN BUILDING!,"2,000 €",86 m2,,To Rent ,Century21,3eb06d5e95e5c6a29454bed233fa8d29
"Kompleksi Kolombo Tirana, Albania",APARTMENT FOR RENT 2+1 WITH PARKING POST,850 €,105 m2,,To Rent ,Century21,576b60954ebc2660a59142c0e5c1d975
"Farke Tirana, Albania",Individual Villa in Swan Lake Residence!,"416,940 €",389 m2,,For Sale ,Century21,df7b183086bdd56c8aeb4ddbd5838944
"Rruga Sadik Petrela Tirana, Albania",3+1 APARTMENT FOR RENT IN FRONT OF VENUE!,450 €,103 m2,,To Rent ,Century21,e78a0fbb33626f2ec7451ce5a4e2fee2
"Rr. Sami Frasheri Tirana, Albania",WILSON SQUARE - 2 COMMERCIAL PREMISES FOR SALE,"700,000 €",80 m2,,For Sale ,Century21,a4dacea15d6b881896bf89e0b0f89d69
"Tirana, Albania",APARTMENT FOR SALE 3+1+2 PLUS VERANDA IN YZBERISH!,"160,000 €",179 m2,,For Sale ,Century21,3a87aa9c0a56e351dd91a48eae250eda
"Tirana, Albania",2+1 apartment for rent in the center,900 €,99 m2,,To Rent ,Century21,8181efe89b39ce7875a2434c893df582
"Tirana, Albania",APARTMENT FOR RENT 3+1+2 AROUND ROTULÓN IN ASTIR.,750 €,180 m2,,To Rent ,Century21,1d04b6586f62d5d2444ad02dc53c16f1
"Rruga Sadik Petrela Tirana, Albania",3+1 APARTMENT FOR RENT IN FRONT OF VENUE!,500 €,103 m2,,To Rent ,Century21,f15ba5b72297cfc3dcbf071a9f37796d
"Rr. e Elbasanit Tirana, Albania","RR. E ELBASANIT, JAPIM ME QIRA AMBIENT PER ZYRA","1,000 €",198 m2,,To Rent ,Century21,d8a916f8efc136baeb7bceeae6144e22
"Farke Tirana, Albania",Duplex 3+1+3 in Swan Lake Residence!,"373,490 €",239 m2,,For Sale ,Century21,d02fc64f6d64b2053e6100d1bec6f016
"Tirana, Albania",APARTMENT FOR RENT 2+1 +2 IN BRYLI ❗️,500 €,120 m2,,To Rent ,Century21,54d3b4bfa00faea69688b2df2e0b7ec4
"Kompleksi Aura, Rruga Dritan Hoxha Tirana, Albania","1+1 APARTMENT FOR SALE IN THE AURA COMPLEX, ON DRITAN HOXHA STREET!","115,000 €",73 m2,,For Sale ,Century21,4ee99f9f9851b276382a3ae70d536df7
"Tirana, Albania",10 PARKING SPOTS AND 2 STORAGE AREAS ARE OFFERED FOR SALE AT THE NEW RING!,"300,000 €",510 m2,,For Sale ,Century21,d82fd30aa64e51a2cedba67369efb148
"Qyteti Nxenesve Tirana, Albania",Commercial premises for rent in the City of Students!,400 €,53 m2,,To Rent ,Century21,1585c642895418f9a1a17ecec8f041b6
"Tirana, Albania","2+1 apartment in Ali Dem, near the Electric Market!","106,000 €",73 m2,,For Sale ,Century21,ddba94e073a8b69c6739d4cbd261ac21
"Qender Tirana, Albania",JEPET ME QIRA AMBIENT PER ZYRA NE QENDER!,"3,000 €",350 m2,,To Rent ,Century21,994ca4350ae76db1dbb0f494a0fe0487
"""Secret Garden"" Tirana, Albania","Apartment 2+1+ Parking Post for Rent near ""Teg""","1,500 €",106 m2,,To Rent ,Century21,e7e7532f4f7adbdec78dbd039a5ced40
"Tirana, Albania",3+1 apartment with courtyard for sale at Long Hill Residence,"400,000 €",255 m2,,For Sale ,Century21,6bf04b35134258b6051f60ccadefd5d6
"Tirana, Albania",2+1 apartment for rent near police station no. 4.,370 €,65 m2,,To Rent ,Century21,dc4f6f6cc1268fd37ed8bc91ce82f36d
"Tirana, Albania",We are selling a 2+1 apartment in the Municipality of Paris.,"180,000 €",90 m2,,For Sale ,Century21,7d2687aefb45ebc8b4c2ac84c7a0744a
"Tirana, Albania",ELBASAN STREET: VILLA FOR RENT,"2,500 €",594 m2,,To Rent ,Century21,d700c9de744a50cc9f5ce3ead8583cba
"Tirana, Albania",COMMERCIAL UNIT FOR RENT IN GARDEN BUILDING,"3,500 €",160 m2,,To Rent ,Century21,afd4f90daa713741d17c8dffa4662db3
"Tirana, Albania","FOR SALE PENTHOUSE 3+1+2, WITH VERANDA - TEG!",Price upon request,224 m2,,For Sale ,Century21,ec1e41da7decec3aaad12c5716ce26ea
"Tirana, Albania","Rent, Business premises, Don Bosco",400 €,51 m2,,To Rent ,Century21,d25c00173bcb0a1f9ad7450a6303d3a4
"Tirana, Albania","Harry Fultz Garage for Sale, Tirana","25,000 €",19 m2,,For Sale ,Century21,cddd53d09842d7ea65f81bae273ea9bf
